
AMDuProfPcm Report

System:,Family(0x19) Model(0x21) Stepping(0)
Number of Sockets :,1
Number of CCDs :,2
Number of Cores :,16
Number of Threads :,32
SMT Enabled in HW:,True
SMT Enabled by OS :,True
Number of Threads sharing L3:,16

CPU Topology:
Socket, CCD, Core(s)
0,0, 0 1 2 3 4 5 6 7 16 17 18 19 20 21 22 23
0,1, 8 9 10 11 12 13 14 15 24 25 26 27 28 29 30 31

Core P0 state frequency (MHz):,3400.000000
Measured DF Frequency (MHz):,0.000000
Multiplex interval (ms):,250
Sample interval (ms):,1000
Version:,3.5.671

Hypervisor Info:
Hypervisor Enabled:,0

Abbreviation :
IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Package-0,,,,,,,,,,,,,,,,,,,
Total Mem Bw (GB/s),Total Mem RdBw (GB/s),Total Mem WrBw (GB/s),Mem Ch-A RdBw (GB/s),Mem Ch-A WrBw (GB/s),Mem Ch-B RdBw (GB/s),Mem Ch-B WrBw (GB/s),Mem Ch-C RdBw (GB/s),Mem Ch-C WrBw (GB/s),Mem Ch-D RdBw (GB/s),Mem Ch-D WrBw (GB/s),Mem Ch-E RdBw (GB/s),Mem Ch-E WrBw (GB/s),Mem Ch-F RdBw (GB/s),Mem Ch-F WrBw (GB/s),Mem Ch-G RdBw (GB/s),Mem Ch-G WrBw (GB/s),Mem Ch-H RdBw (GB/s),Mem Ch-H WrBw (GB/s),
33.71,18.65,15.07,9.32,6.37,9.32,6.37,0.00,1.12,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,
33.54,18.60,14.94,9.30,6.31,9.30,6.31,0.00,1.12,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.43,18.57,14.86,9.28,6.29,9.28,6.29,0.00,1.14,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
33.41,18.53,14.88,9.26,6.25,9.26,6.25,0.00,1.15,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,
33.41,18.53,14.88,9.26,6.26,9.26,6.25,0.00,1.17,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.60,18.60,15.00,9.29,6.32,9.30,6.32,0.00,1.17,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.75,18.64,15.11,9.32,6.37,9.32,6.37,0.00,1.15,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,
33.78,18.66,15.11,9.33,6.38,9.33,6.38,0.00,1.13,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,
33.66,18.61,15.05,9.30,6.36,9.30,6.36,0.00,1.11,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,
33.57,18.58,14.99,9.28,6.33,9.29,6.33,0.00,1.12,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,
33.43,18.55,14.88,9.26,6.27,9.26,6.27,0.01,1.13,0.01,1.15,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.33,18.51,14.82,9.25,6.23,9.25,6.24,0.00,1.14,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,
33.36,18.51,14.85,9.25,6.26,9.25,6.26,0.00,1.14,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.50,18.58,14.91,9.29,6.31,9.29,6.31,0.00,1.15,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
33.53,18.59,14.94,9.29,6.33,9.29,6.33,0.00,1.15,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
33.54,18.60,14.94,9.29,6.33,9.29,6.33,0.00,1.14,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
33.51,18.59,14.93,9.29,6.34,9.29,6.34,0.00,1.12,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
33.61,18.61,15.00,9.30,6.35,9.30,6.36,0.00,1.12,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.56,18.58,14.98,9.29,6.34,9.29,6.34,0.00,1.12,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.49,18.55,14.94,9.27,6.31,9.27,6.31,0.00,1.11,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,
33.35,18.51,14.84,9.25,6.27,9.25,6.27,0.00,1.11,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,
33.36,18.53,14.84,9.26,6.26,9.26,6.26,0.00,1.12,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.42,18.55,14.88,9.27,6.29,9.27,6.29,0.00,1.11,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,
33.53,18.58,14.94,9.29,6.31,9.29,6.31,0.00,1.12,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,
33.50,18.56,14.94,9.28,6.32,9.28,6.32,0.00,1.12,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,
33.51,18.56,14.95,9.28,6.32,9.28,6.32,0.00,1.12,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.46,18.53,14.92,9.26,6.31,9.26,6.31,0.01,1.12,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.48,18.55,14.93,9.27,6.30,9.27,6.30,0.00,1.12,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,
33.44,18.54,14.90,9.26,6.30,9.27,6.30,0.00,1.13,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.46,18.54,14.92,9.27,6.31,9.27,6.31,0.00,1.13,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.44,18.53,14.91,9.26,6.30,9.26,6.30,0.00,1.13,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
33.43,18.53,14.89,9.26,6.29,9.26,6.29,0.00,1.13,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,
